 "tags","is_answered","view_count","answer_count","score","last_activity_date","creation_date","last_edit_date","question_id","content_license","link","title","body","code"
"['python'; 'keyboard-events']","True","257060","12","110","1637933822","1353932870","1612402278","13564851","CC BY-SA 4.0","https://stackoverflow.com/questions/13564851/how-to-generate-keyboard-events","How to generate keyboard events?","short summary:I am trying to create a program that will send keyboard events to the computer that for all purposes the simulated events should be treated as actual keystrokes on the keyboard.original post:I am looking for a way to generate keyboard events using python.Assume that the function receives a key that it must simulate pressing like so:keyboardevent('a') #lower case 'a'keyboardevent('B') #upper case 'B'keyboardevent('->') # right arrow keydef keyboardevent(key):    #code that simulated 'key' being pressed on keyboardThe above are obviously examples but what I am looking for is a library module or whatever which I can use to simulate keyboard events.note: This is different than sending characters to notepads or inputting text into fields or such. I want the python script to simulate an actual keyboard event the computer will think that there is really a keyboard event.Extra Note:I don't want to send keystrokes to the active window - I want the system to believe the keyboard's keys are being pressed subtle difference as some active-windows do not accept certain key-combinations or if I wanted to use keyboard shortcuts for background processes through my script they don't need to go through the active-windowSo far I have looked at these things:Generate keyboard events for the frontmost applicationHow to generate keyboard keypress events through Python?Which were all about apple and didn't help at all.And this:Which is the easiest way to simulate keyboard and mouse on Python? Which seems like it might be what I need but I can not find the library for it or any documentation.I have searched more places as well but have yet to find a solution.","[<code>keyboardevent('a')#lowercase'a'keyboardevent('B')#uppercase'B'keyboardevent('-')#rightarrowkeydefkeyboardevent(key):#codethatsimulated'key'beingpressedonkeyboard</code>]"
"['python']","True","140586","27","229","1646785367","1278975672","","3232943","CC BY-SA 2.5","https://stackoverflow.com/questions/3232943/update-value-of-a-nested-dictionary-of-varying-depth","Update value of a nested dictionary of varying depth","I'm looking for a way to update dict dictionary1 with the contents of dict update wihout overwriting levelAdictionary1={'level1':{'level2':{'levelA':0'levelB':1}}}update={'level1':{'level2':{'levelB':10}}}dictionary1.update(update)print dictionary1{'level1': {'level2': {'levelB': 10}}}I know that update deletes the values in level2 because it's updating the lowest key level1.How could I tackle this given that dictionary1 and update can have any length?","[<code>dictionary1={'level1':{'level2':{'levelA':0'levelB':1}}}update={'level1':{'level2':{'levelB':10}}}dictionary1.update(update)printdictionary1{'level1':{'level2':{'levelB':10}}}</code>]"
"['scripting'; 'dictionary'; 'python']","True","225360","10","374","1625816521","1300749809","1429732052","5384914","CC BY-SA 3.0","https://stackoverflow.com/questions/5384914/how-to-delete-items-from-a-dictionary-while-iterating-over-it","How to delete items from a dictionary while iterating over it?","Is it legitimate to delete items from a dictionary in Python while iterating over it?For example:for k v in mydict.iteritems():   if k == val:     del mydict[k]The idea is to remove elements that don't meet a certain condition from the dictionary instead of creating a new dictionary that's a subset of the one being iterated over.Is this a good solution? Are there more elegant/efficient ways?","[<code>forkvinmydict.iteritems():ifk==val:delmydict[k]</code>]"
"['python'; 'list'; 'casting']","True","927313","13","313","1641361862","1256311980","1636712241","1614236","CC BY-SA 4.0","https://stackoverflow.com/questions/1614236/in-python-how-do-i-convert-all-of-the-items-in-a-list-to-floats","In Python how do I convert all of the items in a list to floats?","I have a script which reads a text file pulls decimal numbers out of it as strings and places them into a list.So I have this list:my_list = ['0.49' '0.54' '0.54' '0.55' '0.55' '0.54' '0.55' '0.55' '0.54']How do I convert each of the values in the list from a string to a float?I have tried:for item in my_list:    float(item)But this doesn't seem to work for me.","[<code>my_list=['0.49''0.54''0.54''0.55''0.55''0.54''0.55''0.55''0.54']</code><code>foriteminmy_list:float(item)</code>]"
"['python'; 'pandas'; 'machine-learning'; 'one-hot-encoding']","True","409667","21","209","1634641257","1463556412","1598885674","37292872","CC BY-SA 4.0","https://stackoverflow.com/questions/37292872/how-can-i-one-hot-encode-in-python","How can I one hot encode in Python?","I have a machine learning classification problem with 80% categorical variables. Must I use one hot encoding if I want to use some classifier for the classification? Can i pass the data to a classifier without the encoding? I am trying to do the following for feature selection:I read the train file:num_rows_to_read = 10000train_small = pd.read_csv(../../dataset/train.csv   nrows=num_rows_to_read)I change the type of the categorical features to 'category':non_categorial_features = ['orig_destination_distance'                          'srch_adults_cnt'                          'srch_children_cnt'                          'srch_rm_cnt'                          'cnt']for categorical_feature in list(train_small.columns):    if categorical_feature not in non_categorial_features:        train_small[categorical_feature] = train_small[categorical_feature].astype('category')I use one hot encoding: train_small_with_dummies = pd.get_dummies(train_small sparse=True)The problem is that the 3'rd part often get stuck although I am using a strong machine.Thus without the one hot encoding I can't do any feature selection for determining the importance of the features.What do you recommend?","[<code>num_rows_to_read=10000train_small=pd.read_csv(../../dataset/train.csvnrows=num_rows_to_read)</code><code>non_categorial_features=['orig_destination_distance''srch_adults_cnt''srch_children_cnt''srch_rm_cnt''cnt']forcategorical_featureinlist(train_small.columns):ifcategorical_featurenotinnon_categorial_features:train_small[categorical_feature]=train_small[categorical_feature].astype('category')</code><code>train_small_with_dummies=pd.get_dummies(train_smallsparse=True)</code>]"
"['python'; 'datetime'; 'time'; 'math']","True","451476","11","474","1648630344","1221808776","1495540046","100210","CC BY-SA 3.0","https://stackoverflow.com/questions/100210/what-is-the-standard-way-to-add-n-seconds-to-datetime-time-in-python","What is the standard way to add N seconds to datetime.time in Python?","Given a datetime.time value in Python is there a standard way to add an integer number of seconds to it so that 11:34:59 + 3 = 11:35:02 for example?These obvious ideas don't work:>>> datetime.time(11 34 59) + 3TypeError: unsupported operand type(s) for +: 'datetime.time' and 'int'>>> datetime.time(11 34 59) + datetime.timedelta(0 3)TypeError: unsupported operand type(s) for +: 'datetime.time' and 'datetime.timedelta'>>> datetime.time(11 34 59) + datetime.time(0 0 3)TypeError: unsupported operand type(s) for +: 'datetime.time' and 'datetime.time'In the end I have written functions like this:def add_secs_to_time(timeval secs_to_add):    secs = timeval.hour * 3600 + timeval.minute * 60 + timeval.second    secs += secs_to_add    return datetime.time(secs // 3600 (secs % 3600) // 60 secs % 60)I can't help thinking that I'm missing an easier way to do this though.Relatedpython time + timedelta equivalent","[<code>datetime.time</code><code>11:34:59</code><code>11:35:02</code><code>datetime.time(113459)+3TypeError:unsupportedoperandtype(s)for+:'datetime.time'and'int'datetime.time(113459)+datetime.timedelta(03)TypeError:unsupportedoperandtype(s)for+:'datetime.time'and'datetime.timedelta'datetime.time(113459)+datetime.time(003)TypeError:unsupportedoperandtype(s)for+:'datetime.time'and'datetime.time'</code><code>defadd_secs_to_time(timevalsecs_to_add):secs=timeval.hour*3600+timeval.minute*60+timeval.secondsecs+=secs_to_addreturndatetime.time(secs//3600(secs%3600)//60secs%60)</code>]"
"['python'; 'unicode'; 'encoding'; 'ascii']","True","253350","10","299","1639084007","1384884543","1495540957","20078816","CC BY-SA 3.0","https://stackoverflow.com/questions/20078816/replace-non-ascii-characters-with-a-single-space","Replace non-ASCII characters with a single space","I need to replace all non-ASCII (\x00-\x7F) characters with a space. I'm surprised that this is not dead-easy in Python unless I'm missing something. The following function simply removes all non-ASCII characters:def remove_non_ascii_1(text):    return ''.join(i for i in text if ord(i)<128)And this one replaces non-ASCII characters with the amount of spaces as per the amount of bytes in the character code point (i.e. the – character is replaced with 3 spaces):def remove_non_ascii_2(text):    return re.sub(r'[^\x00-\x7F]'' ' text)How can I replace all non-ASCII characters with a single space?Of the myriad of similar SO questions none address character replacement as opposed to stripping and  additionally address all non-ascii characters not  a  specific  character.","[<code>defremove_non_ascii_1(text):return''.join(iforiintextiford(i)&lt128)</code><code>–</code><code>defremove_non_ascii_2(text):returnre.sub(r'[^\x00-\x7F]'''text)</code>]"
"['python'; 'ssh']","True","597553","16","179","1648772583","1282925341","1631086114","3586106","CC BY-SA 4.0","https://stackoverflow.com/questions/3586106/perform-commands-over-ssh-with-python","Perform commands over ssh with Python","I'm writing a script to automate some command line commands in Python. At the moment I'm doing calls like this:cmd = some unix commandretcode = subprocess.call(cmdshell=True)However I need to run some commands on a remote machine. Manually I would log in using ssh and then run the commands. How would I automate this in Python? I need to log in with a (known) password to the remote machine so I can't just use cmd = ssh user@remotehost I'm wondering if there's a module I should be using?","[<code>cmd=someunixcommandretcode=subprocess.call(cmdshell=True)</code><code>ssh</code><code>cmd=sshuser@remotehost</code>]"
"['python'; 'pip']","True","314076","14","179","1599930296","1339005546","1499683143","10919569","CC BY-SA 3.0","https://stackoverflow.com/questions/10919569/install-a-module-using-pip-for-specific-python-version","Install a module using pip for specific python version","On Ubuntu 10.04 by default Python 2.6 is installed then I have installed Python 2.7. How can I use pip install to install packages for Python 2.7.For example:pip install beautifulsoup4by default installs BeautifulSoup for Python 2.6When I do:import bs4in Python 2.6 it works but in Python 2.7 it says:No module named bs4","[<code>pipinstall</code><code>pipinstallbeautifulsoup4</code><code>importbs4</code><code>Nomodulenamedbs4</code>]"
"['python'; 'data-structures'; 'set'; 'cpython']","True","86489","6","201","1640633292","1287239940","1464211332","3949310","CC BY-SA 3.0","https://stackoverflow.com/questions/3949310/how-is-set-implemented","How is set() implemented?","I've seen people say that set objects in python have O(1) membership-checking. How are they implemented internally to allow this? What sort of data structure does it use? What other implications does that implementation have?Every answer here was really enlightening but I can only accept one so I'll go with the closest answer to my original question. Thanks all for the info!","[<code>set</code>]"
"['python'; 'string-formatting']","True","604037","13","313","1646098274","1262539844","1429304497","1995615","CC BY-SA 3.0","https://stackoverflow.com/questions/1995615/how-can-i-format-a-decimal-to-always-show-2-decimal-places","How can I format a decimal to always show 2 decimal places?","I want to display:49 as 49.00and:54.9 as 54.90Regardless of the length of the decimal or whether there are are any decimal places I would like to display a Decimal with 2 decimal places and I'd like to do it in an efficient way. The purpose is to display money values.eg 4898489.00","[<code>49</code><code>49.00</code><code>54.9</code><code>54.90</code><code>Decimal</code><code>4898489.00</code>]"
"['python'; 'executable'; 'relative-path'; 'pyinstaller']","True","83346","8","96","1647067943","1230799822","1455264718","404744","CC BY-SA 3.0","https://stackoverflow.com/questions/404744/determining-application-path-in-a-python-exe-generated-by-pyinstaller","Determining application path in a Python EXE generated by pyInstaller","I have an application that resides in a single .py file.  I've been able to get pyInstaller to bundle it successfully into an EXE for Windows.  The problem is the application requires a .cfg file that always sits directly beside the application in the same directory.Normally I build the path using the following code:import osconfig_name = 'myapp.cfg'config_path = os.path.join(sys.path[0] config_name)However it seems the sys.path is blank when its called from an EXE generated by pyInstaller.  This same behaviour occurs when you run the python interactive command line and try to fetch sys.path[0].Is there a more concrete way of getting the path of the currently running application so that I can find files that are relative to it?","[<code>importosconfig_name='myapp.cfg'config_path=os.path.join(sys.path[0]config_name)</code>]"
"['python'; 'string'; 'nlp'; 'similarity'; 'cosine-similarity']","True","120347","8","80","1648441943","1362218789","1513090752","15173225","CC BY-SA 3.0","https://stackoverflow.com/questions/15173225/calculate-cosine-similarity-given-2-sentence-strings","Calculate cosine similarity given 2 sentence strings","From Python: tf-idf-cosine: to find document similarity  it is possible to calculate document similarity using tf-idf cosine. Without importing external libraries are that any ways to calculate cosine similarity between 2 strings?s1 = This is a foo bar sentence .s2 = This sentence is similar to a foo bar sentence .s3 = What is this string ? Totally not related to the other two lines .cosine_sim(s1 s2) # Should give high cosine similaritycosine_sim(s1 s3) # Shouldn't give high cosine similarity valuecosine_sim(s2 s3) # Shouldn't give high cosine similarity value","[<code>s1=Thisisafoobarsentence.s2=Thissentenceissimilartoafoobarsentence.s3=Whatisthisstring?Totallynotrelatedtotheothertwolines.cosine_sim(s1s2)#Shouldgivehighcosinesimilaritycosine_sim(s1s3)#Shouldn'tgivehighcosinesimilarityvaluecosine_sim(s2s3)#Shouldn'tgivehighcosinesimilarityvalue</code>]"
"['python'; 'oop'; 'methods'; 'self']","True","100759","10","213","1636298876","1221525595","1561855460","68282","CC BY-SA 4.0","https://stackoverflow.com/questions/68282/why-do-you-need-explicitly-have-the-self-argument-in-a-python-method","Why do you need explicitly have the self argument in a Python method?","When defining a method on a class in Python it looks something like this:class MyClass(object):    def __init__(self x y):        self.x = x        self.y = yBut in some other languages such as C# you have a reference to the object that the method is bound to with the this keyword without declaring it as an argument in the method prototype.  Was this an intentional language design decision in Python or are there some implementation details that require the passing of self as an argument?","[<code>classMyClass(object):def__init__(selfxy):self.x=xself.y=y</code>]"
"['python'; 'screen'; 'resolution']","True","243127","32","166","1645302395","1277681961","1431913482","3129322","CC BY-SA 3.0","https://stackoverflow.com/questions/3129322/how-do-i-get-monitor-resolution-in-python","How do I get monitor resolution in Python?","What is the simplest way to get monitor resolution (preferably in a tuple)? ","[]"
"['python'; 'string'; 'pandas'; 'numpy'; 'dataframe']","True","143117","9","116","1644898432","1344405453","1548109970","11858472","CC BY-SA 4.0","https://stackoverflow.com/questions/11858472/string-concatenation-of-two-pandas-columns","String concatenation of two pandas columns","I have a following DataFrame:from pandas import *df = DataFrame({'foo':['a''b''c'] 'bar':[1 2 3]})It looks like this:    bar foo0    1   a1    2   b2    3   cNow I want to have something like:     bar0    1 is a1    2 is b2    3 is cHow can I achieve this?I tried the following:df['foo'] = '%s is %s' % (df['bar'] df['foo'])but it gives me a wrong result:>>>print df.ix[0]bar                                                    afoo    0    a1    b2    cName: bar is 0    11    22Name: 0Sorry for a dumb question but this one pandas: combine two columns in a DataFrame wasn't helpful for me.","[<code>DataFrame</code><code>frompandasimport*df=DataFrame({'foo':['a''b''c']'bar':[123]})</code><code>barfoo01a12b23c</code><code>bar01isa12isb23isc</code><code>df['foo']='%sis%s'%(df['bar']df['foo'])</code><code>printdf.ix[0]barafoo0a1b2cName:baris01122Name:0</code>]"
"['python'; 'string'; 'list']","True","461367","9","356","1626360106","1282986458","1570034345","3590165","CC BY-SA 4.0","https://stackoverflow.com/questions/3590165/join-a-list-of-items-with-different-types-as-string-in-python","Join a list of items with different types as string in Python","I need to join a list of items.  Many  of the items in the list are integer values returned  from a function;  i.e.myList.append(munfunc()) How should I convert the returned result to a string in order to join it with the list?Do I need to do the following for every integer value:myList.append(str(myfunc()))Is there a more Pythonic way to solve casting problems?","[<code>myList.append(munfunc())</code><code>myList.append(str(myfunc()))</code>]"
"['python'; 'list'; 'size']","True","202429","10","141","1551170081","1242167253","1551170081","855191","CC BY-SA 4.0","https://stackoverflow.com/questions/855191/how-big-can-a-python-list-get","How Big can a Python List Get?","In Python how big can a list get? I need a list of about 12000 elements. Will I still be able to run list methods such as sorting etc?","[]"
"['python'; 'formatting'; 'currency']","True","233741","15","187","1644357781","1227710613","1474993739","320929","CC BY-SA 3.0","https://stackoverflow.com/questions/320929/currency-formatting-in-python","Currency formatting in Python","I am looking to format a number like 188518982.18 to £188518982.18 using Python.How can I do this?","[]"
"['python'; 'list'; 'directory-listing'; 'listdir']","True","194490","14","168","1643205705","1296106229","1530163926","4813061","CC BY-SA 4.0","https://stackoverflow.com/questions/4813061/non-alphanumeric-list-order-from-os-listdir","Non-alphanumeric list order from os.listdir()","I often use python to process directories of data. Recently I have noticed that the default order of the lists has changed to something almost nonsensical. For example if I am in a current directory containing the following subdirectories: run01 run02 ... run19 run20 and then I generate a list from the following command:dir = os.listdir(os.getcwd())then I usually get a list in this order:dir = ['run01' 'run18' 'run14' 'run13' 'run12' 'run11' 'run08' ... ]and so on. The order used to be alphanumeric. But this new order has remained with me for a while now.What is determining the (displayed) order of these lists?","[<code>dir=os.listdir(os.getcwd())</code><code>dir=['run01''run18''run14''run13''run12''run11''run08'...]</code>]"
"['python'; 'matplotlib'; 'tuples']","True","33793","2","60","1525955997","1366116502","1525955997","16037494","CC BY-SA 4.0","https://stackoverflow.com/questions/16037494/x-is-this-trailing-comma-the-comma-operator","x = ... - is this trailing comma the comma operator?","I don't understand what does comma after variable lines means: http://matplotlib.org/examples/animation/simple_anim.htmlline = ax.plot(x np.sin(x))If I remove comma and variable line becomes variable line then program is broken. Full code from url given above:import numpy as npimport matplotlib.pyplot as pltimport matplotlib.animation as animationfig = plt.figure()ax = fig.add_subplot(111)x = np.arange(0 2*np.pi 0.01)        # x-arrayline = ax.plot(x np.sin(x))def animate(i):    line.set_ydata(np.sin(x+i/10.0))  # update the data    return line#Init only required for blitting to give a clean slate.def init():    line.set_ydata(np.ma.array(x mask=True))    return lineani = animation.FuncAnimation(fig animate np.arange(1 200) init_func=init    interval=25 blit=True)plt.show()According to http://docs.python.org/3/tutorial/datastructures.html#tuples-and-sequences comma after variable seems to be related to tuples containing only one item.","[<code>line=ax.plot(xnp.sin(x))</code><code>importnumpyasnpimportmatplotlib.pyplotaspltimportmatplotlib.animationasanimationfig=plt.figure()ax=fig.add_subplot(111)x=np.arange(02*np.pi0.01)#x-arrayline=ax.plot(xnp.sin(x))defanimate(i):line.set_ydata(np.sin(x+i/10.0))#updatethedatareturnline#Initonlyrequiredforblittingtogiveacleanslate.definit():line.set_ydata(np.ma.array(xmask=True))returnlineani=animation.FuncAnimation(figanimatenp.arange(1200)init_func=initinterval=25blit=True)plt.show()</code>]"
"['python'; 'namespaces'; 'python-import']","True","84084","6","59","1551436350","1267500705","1461174784","2360724","CC BY-SA 3.0","https://stackoverflow.com/questions/2360724/what-exactly-does-import-import","What exactly does import * import?","In Python what exactly does import * import? Does it import __init__.py found in the containing folder?For example is it necessary to declare from project.model import __init__ or is from project.model import * sufficient?","[<code>import*</code><code>__init__.py</code><code>fromproject.modelimport__init__</code><code>fromproject.modelimport*</code>]"
"['python'; 'json'; 'serialization'; 'monkeypatching']","True","72303","6","63","1636971828","1377655440","1631779047","18478287","CC BY-SA 4.0","https://stackoverflow.com/questions/18478287/making-object-json-serializable-with-regular-encoder","Making object JSON serializable with regular encoder","The regular way of JSON-serializing custom non-serializable objects is to subclass json.JSONEncoder and then pass a custom encoder to json.dumps().It usually looks like this:class CustomEncoder(json.JSONEncoder):    def default(self obj):        if isinstance(obj Foo):            return obj.to_json()        return json.JSONEncoder.default(self obj)print(json.dumps(obj cls=CustomEncoder))What I'm trying to do is to make something serializable with the default encoder. I looked around but couldn't find anything.My thought is that there would be some field in which the encoder looks at to determine the json encoding. Something similar to __str__. Perhaps a __json__ field.Is there something like this in python?I want to make one class of a module I'm making to be JSON serializable to everyone that uses the package without them worrying about implementing their own [trivial] custom encoders.","[<code>json.JSONEncoder</code><code>json.dumps()</code><code>classCustomEncoder(json.JSONEncoder):defdefault(selfobj):ifisinstance(objFoo):returnobj.to_json()returnjson.JSONEncoder.default(selfobj)print(json.dumps(objcls=CustomEncoder))</code><code>__str__</code><code>__json__</code>]"
"['python'; 'arrays'; 'numpy'; 'multidimensional-array'; 'reshape']","True","7996","3","22","1552673420","1514284226","1527663538","47977238","CC BY-SA 4.0","https://stackoverflow.com/questions/47977238/intuition-and-idea-behind-reshaping-4d-array-to-2d-array-in-numpy","Intuition and idea behind reshaping 4D array to 2D array in NumPy","While implementing a Kronecker-product for pedagogical reasons (without using the obvious and readily available np.kron()) I obtained a 4 dimensional array as an intermediate result which I've to reshape to get the final result.But I still can't wrap my head around reshaping these high dimensional arrays. I have this 4D array:array([[[[ 0  0]         [ 0  0]]        [[ 5 10]         [15 20]]]       [[[ 6 12]         [18 24]]        [[ 7 14]         [21 28]]]])This is of shape (2 2 2 2) and I'd like to reshape it to (44). One might think that this is obvious to do with np.reshape(my4darr (44))But the above reshape does not give me the expected result which is:array([[ 0  5  0 10]       [ 6  7 12 14]       [ 0 15  0 20]       [18 21 24 28]])As you can see all the elements in the expected result are present in the 4D array. I just can't get the hang of doing the reshape correctly as needed. In addition to the answer some explanation of how to do the reshape for such high dimensional arrays would be really helpful. Thanks!","[<code>Kronecker-product</code><code>np.kron()</code><code>4D</code><code>array([[[[00][00]][[510][1520]]][[[612][1824]][[714][2128]]]])</code><code>(2222)</code><code>(44)</code><code>np.reshape(my4darr(44))</code><code>array([[05010][671214][015020][18212428]])</code><code>4D</code><code>reshape</code>]"
"['python'; 'json']","True","228375","13","152","1646832659","1289548837","1562789883","4162642","CC BY-SA 4.0","https://stackoverflow.com/questions/4162642/single-vs-double-quotes-in-json","Single vs double quotes in JSON","My code:import simplejson as jsons = {'username':'dfdsfdsf'} #1#s = '{username:dfdsfdsf}' #2j = json.loads(s)#1 definition is wrong#2 definition is rightI heard that in Python that single and double quote can be interchangable. Can anyone explain this to me?","[<code>importsimplejsonasjsons={'username':'dfdsfdsf'}#1#s='{username:dfdsfdsf}'#2j=json.loads(s)</code><code>#1</code><code>#2</code>]"
"['python'; 'multithreading'; 'performance'; 'opencv'; 'video-streaming']","True","21703","1","13","1626640648","1572271149","1572306084","58592291","CC BY-SA 4.0","https://stackoverflow.com/questions/58592291/how-to-capture-multiple-camera-streams-with-opencv","How to capture multiple camera streams with OpenCV?","I have to stitch the images captured from many (9) cameras. Initially I tried to capture the frames from 2 cameras with rate 15 FPS. Then I connected 4 cameras (I also used externally powered USB hub to provide enough power) but I could only see only one stream.For testing I used the following script:import numpy as npimport cv2import imutilsindex = 0arr = []while True:    cap = cv2.VideoCapture(index)    if not cap.read()[0]:        break    else:        arr.append(index)    cap.release()    index += 1video_captures = [cv2.VideoCapture(idx) for idx in arr]while True:    # Capture frame-by-frame    frames = []    frames_preview = []    for i in arr:        # skip webcam capture        if i == 1: continue        ret frame = video_captures[i].read()        if ret:            frames.append(frame)            small = cv2.resize(frame (0 0) fx=0.25 fy=0.25)            frames_preview.append(small)    for i frame in enumerate(frames_preview):        cv2.imshow('Cam {}'.format(i) frame)    if cv2.waitKey(1) & 0xFF == ord('q'):        break# When everything is done release the capturefor video_capture in video_captures:    video_capture.release()cv2.destroyAllWindows()Is there any limit for the number of cameras? Does anyone know what is the right way to capture frames from multiple cameras?","[<code>importnumpyasnpimportcv2importimutilsindex=0arr=[]whileTrue:cap=cv2.VideoCapture(index)ifnotcap.read()[0]:breakelse:arr.append(index)cap.release()index+=1video_captures=[cv2.VideoCapture(idx)foridxinarr]whileTrue:#Captureframe-by-frameframes=[]frames_preview=[]foriinarr:#skipwebcamcaptureifi==1:continueretframe=video_captures[i].read()ifret:frames.append(frame)small=cv2.resize(frame(00)fx=0.25fy=0.25)frames_preview.append(small)foriframeinenumerate(frames_preview):cv2.imshow('Cam{}'.format(i)frame)ifcv2.waitKey(1)&amp0xFF==ord('q'):break#Wheneverythingisdonereleasethecaptureforvideo_captureinvideo_captures:video_capture.release()cv2.destroyAllWindows()</code>]"
"['python'; 'events'; 'text'; 'binding'; 'tkinter']","True","19435","1","14","1441721825","1282044330","1441721825","3501849","CC BY-SA 3.0","https://stackoverflow.com/questions/3501849/how-to-bind-self-events-in-tkinter-text-widget-after-it-will-binded-by-text-widg","How to bind self events in Tkinter Text widget after it will binded by Text widget?","I want to bind self events after Text widget class bindings in order to change the text of the widget when my binding function is called. My binding for example self.text.bind(<Key> self.callback) is called before the content in Text widget changes.","[<code>Text</code><code>self.text.bind(&ltKeyself.callback)</code>]"
"['python'; 'performance'; 'datetime'; 'strptime']","True","6283","3","17","1643970673","1353395115","1589106339","13468126","CC BY-SA 4.0","https://stackoverflow.com/questions/13468126/a-faster-strptime","A faster strptime?","I have code which reads vast numbers of dates in 'YYYY-MM-DD' format. Parsing all these dates so that it can add one two or three days then write back in the same format is slowing things down quite considerably. 3214657   14.330    0.000  103.698    0.000 trade.py:56(effective) 3218418   34.757    0.000   66.155    0.000 _strptime.py:295(_strptime) day = datetime.datetime.strptime(endofdaydate %Y-%m-%d).date()Any suggestions how to speed it up a bit (or a lot)?","[<code>321465714.3300.000103.6980.000trade.py:56(effective)321841834.7570.00066.1550.000_strptime.py:295(_strptime)day=datetime.datetime.strptime(endofdaydate%Y-%m-%d).date()</code>]"
"['python'; 'string'; 'replace']","True","43264","4","12","1631084595","1416033190","1492986450","26943256","CC BY-SA 3.0","https://stackoverflow.com/questions/26943256/string-replace-doesnt-appear-to-be-working","String replace doesn't appear to be working","I initially tried using = operator to assign value but it returned an errorthen I tried using string.replace():encrypted_str.replace(encrypted_str[j] dec_str2[k] 2)andencrypted_str.replace(encrypted_str[j] unichr(ord(dec_str2[k]) - 32) 2)But it is returning the orignal value.Help out as to how to use the replace API properly to give the correct resultAlso is there any other API that can be used instead of unichr().The encrypted_str is being taken from the user by encrypted_str = raw_input()dec_str2 is the freq string being input by user.The issue hardly concerns the variableI want to know if I am using the replcae() API incorrectly as it is giving me unchanged output for encrypted_strCan we use encrypted_str[j] would return a character from the string to define the sub string for the replace() API.I used encrypted_str.replace(encrypted_str[j] unichr(ord(dec_str2[k]) - 32) 1) max replace 1instead of 2 (as I need just the one replacement).The actual operation that I need to be done will be in C as follows:encrypted_str[j] = dec_str2[k] -32.As I am new to python I am trying to find a substitute.","[<code>=</code><code>string.replace()</code><code>encrypted_str.replace(encrypted_str[j]dec_str2[k]2)</code><code>encrypted_str.replace(encrypted_str[j]unichr(ord(dec_str2[k])-32)2)</code><code>unichr()</code><code>encrypted_str</code><code>encrypted_str=raw_input()</code><code>dec_str2</code><code>replcae()</code><code>encrypted_str</code><code>encrypted_str[j]</code><code>replace()</code><code>encrypted_str.replace(encrypted_str[j]unichr(ord(dec_str2[k])-32)1)</code><code>encrypted_str[j]=dec_str2[k]-32</code>]"
